gene	panel_id	enhancer	interval_id	initial_rho	pvalue_one_tailed_positive	distance_to_tss	abs_distance_to_tss	latent_state_rho	mean_abs_diff	mean_abs_logfc	residual_std	diff_structure_score	logfc_structure_score	residual_structure_score	difference_structure_score
emx2	E48	chr13:19414412-19414912	13-19414412-19414912	0.19054983599833783	4.575766299657454e-183	91976	91976	0.32396234100752225	0.2112063973639023	1.7449418770610696	0.21028298605220122	0.10682033740050857	1.8233913841806486	0.2236705037086297	0.576860657303386
emx3	E1	chr14:26277337-26277837	14-26277337-26277837	0.09026768713172746	3.477425005539088e-42	-99457	99457	0.2447636830314318	0.22040665672585633	0.8563770666949158	0.1836742558325799	0.2574832592714172	0.9165475837897379	0.19318628433939297	0.39974539917478885
emx3	E2	chr14:26281397-26281897	14-26281397-26281897	0.01655278913452876	0.006540240397096647	-95397	95397	-0.18105641661819494	0.3719664295646701	4.664110443531393	0.20362565077285533	0.48539493995502103	4.916295023924181	0.2289458735978914	1.5033627877223157
emx3	E3	chr14:26287000-26287500	14-26287000-26287500	0.11222651180764599	3.3204866435318856e-64	-89794	89794	0.04191756865112898	0.23120589685034365	1.0294829187118324	0.1992765382013682	0.2613060073682939	1.0436720804995985	0.21052430347621232	0.4391239292888915
emx3	E4	chr14:26291031-26291531	14-26291031-26291531	0.03573641125139535	4.186591506732044e-08	-85763	85763	-0.11974429714332961	0.37860170542222665	5.245132544887682	0.22287442533266855	0.4655686065938696	5.245132544887682	0.2275800577683909	1.5771635990784052
emx3	E5	chr14:26293817-26294317	14-26293817-26294317	0.1125542567489443	1.431644340381038e-64	-82977	82977	0.3654655394301215	0.19994041845290725	0.7933821591160555	0.16870500323710494	0.22014903872120906	0.8717616678364042	0.16870500323710494	0.3650467835805714
emx3	E6	chr14:26294396-26294896	14-26294396-26294896	0.13400443439114945	7.419604517301295e-91	-82398	82398	0.3021927771629189	0.22587677771095552	0.8422582584257668	0.20851557226611017	0.287955661751272	0.9647422770574644	0.23098334620005284	0.43721200513489344
emx3	E7	chr14:26299947-26300447	14-26299947-26300447	0.14574348546444427	3.076505132710013e-107	-76847	76847	0.40991752039516793	0.2254022267477664	0.8392977340139167	0.17537146432172823	0.303880500396751	0.9670310166000613	0.1898600239589754	0.4297609626943571
emx3	E8	chr14:26301546-26302046	14-26301546-26302046	0.09594121404290673	2.0627619102407131e-47	-75248	75248	0.14896687821033472	0.22676181415840063	1.1396707850747478	0.21204442802041454	0.2520866918731493	1.1396707850747478	0.21204442802041454	0.45996792282509175
emx3	E9	chr14:26304936-26305436	14-26304936-26305436	0.1222863250608459	6.468430859094493e-76	-71858	71858	0.19531343152275074	0.22513732778711698	1.1536155770953602	0.21652908228530687	0.23723541900519898	1.1536155770953602	0.21652908228530687	0.45908324067577705
emx3	E10	chr14:26308740-26309240	14-26308740-26309240	0.038411888296014066	4.196069216013497e-09	-68054	68054	0.006398298869789523	0.25800960153736574	1.404009152046934	0.22221205810033204	0.29724761617680695	1.470224367028081	0.23965960966590105	0.5703360016108084
emx3	E11	chr14:26311172-26311672	14-26311172-26311672	0.07056873726936876	1.62211057590303e-26	-65622	65622	0.18548034834654634	0.2562663348060119	1.8801556760664524	0.23775181944794957	0.2657181690591938	1.9459189264699417	0.24597635500667833	0.6788587234935004
emx3	E12	chr14:26315862-26316362	14-26315862-26316362	0.044973083608602554	7.638110282685502e-12	-60932	60932	-0.055049238891932646	0.26507783593264583	1.5470771433466053	0.2291813976046131	0.32777706052065425	1.6410293274870702	0.2291813976046131	0.6215816452416438
emx3	E13	chr14:26324334-26324834	14-26324334-26324834	0.053488656646661775	5.1120646447896065e-16	-52460	52460	0.13015926781034787	0.22893961300678933	1.0961674190418067	0.2165790238767998	0.2551042996382391	1.115555191635226	0.22216910415030963	0.4586897042167105
emx3	E14	chr14:26332682-26333182	14-26332682-26333182	0.06079377236430839	3.689946337129476e-20	-44112	44112	-0.07554538434923315	0.37344695473911604	4.9769324678785996	0.1816814150476386	0.49935599040150164	5.411561004459468	0.1867285653557282	1.6179876451499726
emx3	E15	chr14:26340399-26340899	14-26340399-26340899	0.044401079456965954	1.3749756875741019e-11	-36395	36395	-0.07020206993447617	0.3763022217876821	5.538714543941812	0.18214552134728593	0.48477647937601986	5.855689851077007	0.19373260391669278	1.7256394658905023
emx3	E16	chr14:26342408-26342908	14-26342408-26342908	0.06291425012695029	1.851105682843134e-21	-34386	34386	0.19886488690990503	0.2598376823021044	2.014272639996371	0.23346308755802006	0.28413144120345013	2.014272639996371	0.23346308755802006	0.6989328171257798
emx3	E17	chr14:26346515-26347015	14-26346515-26347015	0.062046657695665745	6.374785400783956e-21	-30279	30279	0.023621469571601085	0.34752087512427	4.369238803262374	0.22440715127123767	0.4154430867300557	4.716251787842538	0.23918106391840308	1.4289535540240978
emx3	E18	chr14:26351708-26352208	14-26351708-26352208	0.03254877470841737	5.28751542124894e-07	-25086	25086	-0.03374204947628846	0.3025215611917776	2.1415739017404776	0.22241897066711366	0.38672222728147837	2.2630390163476797	0.22710269118880344	0.7999345869155925
emx3	E19	chr14:26356172-26356672	14-26356172-26356672	0.041439509375816565	2.569568017439564e-10	-20622	20622	0.036360740254040486	0.36979973219042844	5.302638850322428	0.21685966441434554	0.46484362429148807	5.445529835480888	0.21685966441434554	1.6232207911318381
emx3	E20	chr14:26363026-26363526	14-26363026-26363526	0.06298681769731292	1.6679345109599672e-21	-13768	13768	0.14350905263704877	0.3464819874626574	4.767850726537238	0.20043942674889723	0.45173013122747635	5.071776350644082	0.20793033261112992	1.5214117565659064
emx3	E21	chr14:26371748-26372248	14-26371748-26372248	0.11215207121703155	4.018241907732534e-64	-5046	5046	-0.030278467760962314	0.2809845139866268	1.8677534206691049	0.2307834993772952	0.332037394678364	1.9952768313559794	0.2433530725195549	0.7168077410921847
emx3	E22	chr14:26372377-26372877	14-26372377-26372877	0.05466509316800359	1.1931338378453943e-16	-4417	4417	0.03547492030189273	0.30287462462769316	2.743330233541425	0.22016821012791482	0.372458277680666	2.7873163032049013	0.22016821012791482	0.9228712604182618
emx3	E23	chr14:26379454-26379954	14-26379454-26379954	0.037608693570809724	8.509887567895016e-09	2660	2660	0.08562485811643038	0.23906443346108466	1.1066823269482688	0.23339280058838346	0.2496355491976497	1.1287734763305752	0.23339280058838346	0.4637350689676379
emx3	E24	chr14:26381976-26382476	14-26381976-26382476	0.02118373086206855	0.0007466728403564978	5182	5182	0.028069510139061966	0.3655255289323356	4.797431807093525	0.23195313659168168	0.4482506529157339	5.041198744230344	0.23195313659168168	1.520783545030968
emx3	E25	chr14:26405919-26406419	14-26405919-26406419	0.05725031048755043	4.37344395330816e-18	29125	29125	0.1432112639428287	0.3552319050603527	5.201655291989437	0.21325291971297156	0.430083329540271	5.4457154975844935	0.23400164220533132	1.6153627809840978
emx3	E26	chr14:26414142-26414642	14-26414142-26414642	0.07563753083338884	3.503523824936411e-30	37348	37348	0.1008908513731394	0.3123862307532418	3.1431060301063747	0.21848432615440191	0.3920991939066334	3.276179436411413	0.22926328641814983	1.056126686911859
emx3	E27	chr14:26422054-26422554	14-26422054-26422554	0.023533398945116687	0.00020908689495716543	45260	45260	-0.06784411268462484	0.3919835922204234	5.912549859680204	0.17685111449422175	0.5050454992008283	6.0198767030127565	0.17685111449422175	1.7688852655064982
emx3	E28	chr14:26427816-26428316	14-26427816-26428316	0.03413878587345637	1.5343381621897005e-07	51022	51022	-0.06267110900221833	0.4014129582392366	6.437204263049433	0.14387100171516506	0.42365214579082006	6.724354111878979	0.14501700414311305	1.9013053377361622
emx3	E29	chr14:26431604-26432104	14-26431604-26432104	0.062129167457220254	5.6716440605722245e-21	54810	54810	0.022922100912196305	0.3225048227385739	3.178529728773821	0.2323405959542671	0.38396243542654435	3.317089533492527	0.2323405959542671	1.0641765661277431
emx3	E30	chr14:26433731-26434231	14-26433731-26434231	0.028414178603669082	1.0203913566093641e-05	56937	56937	-0.16174163936658015	0.38657855778172606	5.118343854550762	0.2324591277131715	0.49220532901582137	5.720192794344376	0.24991492705685373	1.7144005546623213
emx3	E31	chr14:26441576-26442076	14-26441576-26442076	0.0513098767647733	6.973265214707752e-15	64782	64782	0.08555731688566014	0.3585743907036651	4.9971848321404275	0.1855192153710837	0.4565792186640442	5.044278707704847	0.1855192153710837	1.5086330897717088
emx3	E32	chr14:26442182-26442682	14-26442182-26442682	0.04546622888758562	4.574525268601887e-12	65388	65388	0.03968635739598309	0.3388174002440149	4.080285438780042	0.22306158778193924	0.4288154645025679	4.498042659908022	0.22505880200173406	1.3748074314786398
emx3	E33	chr14:26443181-26443681	14-26443181-26443681	0.10725090669680414	8.606205426388084e-59	66387	66387	0.014297184655936561	0.3300744469744562	3.672751249959878	0.22074279543639164	0.41759152866150634	4.033709746490814	0.2229491588965506	1.2534962537010987
emx3	E34	chr14:26450757-26451257	14-26450757-26451257	0.026802028889383378	2.9276385383395652e-05	73963	73963	-0.008718518752359256	0.30805363761008964	2.555555126615005	0.21722472140163127	0.3962991821393988	2.609549734312273	0.22576718140519084	0.8899256199256446
emx3	E35	chr14:26451550-26452050	14-26451550-26452050	0.08525096823143581	7.872651299822499e-38	74756	74756	-0.1498710922417677	0.35569522898802997	3.5780540999803687	0.2110870344504086	0.4441392187883921	3.749436489930096	0.2169007723016229	1.1909300803034488
emx3	E36	chr14:26453736-26454236	14-26453736-26454236	0.030661444528463776	2.1380963440114267e-06	76942	76942	-0.03530117479716738	0.3565952628961327	4.092142368897417	0.16602711529382058	0.46809078872405335	4.374810427105281	0.17155998508580197	1.3409849170459722
emx3	E37	chr14:26455586-26456086	14-26455586-26456086	0.01630506001246699	0.007254134114764981	78792	78792	0.04109149292105695	0.3223810694935896	2.847706840959886	0.2124448310172361	0.4043272589196538	2.911316645010066	0.2136631092513278	0.9643421530583428
emx3	E38	chr14:26461192-26461692	14-26461192-26461692	0.024443752844529005	0.00012373255970997207	84398	84398	0.010381713617433013	0.38979395971800584	6.076482719583958	0.15848550167279096	0.523210052176693	4.49825673210735	0.15848550167279096	1.3893181294829917
emx3	E39	chr14:26467603-26468103	14-26467603-26468103	0.05847966240855659	8.614096854826662e-19	90809	90809	0.01599126307620851	0.2527536069524455	1.3127297090792016	0.238195523491691	0.2727485372931927	1.4041235637302036	0.23981903601066104	0.5440669684535594
epcam	E1	chr13:8758622-8759122	13-8758622-8759122	0.07303104729874552	2.8906818340041503e-28	-81900	81900	0.08615804502623121	0.22594357841021992	3.6315850179580043	0.198778075567766	0.23619886848041294	3.871879522669243	0.26189131281256933	1.154111387543875
epcam	E2	chr13:8771810-8772310	13-8771810-8772310	0.08368795965429782	1.5917922347749314e-36	-68712	68712	0.0509959564284842	0.24707479677296088	4.413212423454756	0.22009163848741078	0.13741862425783558	3.2882759233584458	0.170411864444626	0.9366805830983648
epcam	E3	chr13:8794808-8795308	13-8794808-8795308	0.06597576946829622	2.058525557158536e-23	-45714	45714	0.07360643088870478	0.23175069472281212	3.4757229013805158	0.23053300567482626	0.18764527772214096	2.8623600364310127	0.15820892546311607	0.8460212441087002
epcam	E4	chr13:8795541-8796041	13-8795541-8796041	0.022331668469936863	0.0004068087691897996	-44981	44981	0.029421108725651807	0.2634753207553397	2.929549995002963	0.21329156717818762	0.2634753207553397	2.954251099832976	0.21329156717818762	0.9186049517727455
epcam	E5	chr13:8799936-8800436	13-8799936-8800436	0.17515974483811253	1.3023128900126245e-154	-40586	40586	0.007744363129909813	0.2429369391224963	3.616949393795796	0.23891744045091012	0.16195795941499752	3.616949393795796	0.13545419941840242	1.016429502011389
epcam	E6	chr13:8818800-8819300	13-8818800-8819300	0.030420102166455062	2.542118432598529e-06	-21722	21722	0.02935283055654084	0.23536405698274013	3.4948360607808366	0.23064969840598856	0.08477446868898834	2.0557859181063747	0.15370535529160143	0.6016531413542495
epcam	E7	chr13:8822054-8822554	13-8822054-8822554	0.09208923875769903	7.908531381513079e-44	-18468	18468	-0.006042691573812057	0.2465896306275039	5.122800302955469	0.1815054083732775	0.15472290549176715	4.044050680369351	0.07909326399034564	1.1005844746856654
epcam	E8	chr13:8830529-8831029	13-8830529-8831029	0.04088591655752116	4.347185601206342e-10	-9993	9993	0.013151085350403317	0.24645106609338086	3.9805362058988822	0.224368718577982	0.12981315935042256	4.1095124274614365	0.18000559622759435	1.1423053292851861
epcam	E9	chr13:8831748-8832248	13-8831748-8832248	0.062410769715995865	3.8017018869852255e-21	-8774	8774	-0.03847431889908066	0.2368117698358507	3.967272369756341	0.19578297694755054	0.18175488455821628	1.8281048055851783	0.20598377188304662	0.6018224753786474
epcam	E10	chr13:8838463-8838963	13-8838463-8838963	0.14649065855997168	2.494971624893585e-108	-2059	2059	0.0641497631945439	0.22928821103038505	2.8788374823020453	0.23222630464599234	0.11239618187763972	1.3635638767970109	0.1350771215222358	0.4331264344830912
epcam	E11	chr13:8843362-8843862	13-8843362-8843862	0.15442158654010388	2.8724659969037113e-120	2840	2840	0.005162452870676357	0.22942725469676467	2.947074272825054	0.21740559289578118	0.17673474428720998	1.8561213181051106	0.21991077880275972	0.6116929998221275
epcam	E12	chr13:8843869-8844369	13-8843869-8844369	0.17923669356554336	6.688451992563735e-162	3347	3347	0.16093737274549275	0.3024469572934967	2.987020779649782	0.19421784663134548	0.18384030737447837	3.018082302587453	0.1370949505633027	0.8760399312938106
epcam	E13	chr13:8844558-8845058	13-8844558-8845058	0.15921156875311576	8.492323577540841e-128	4036	4036	0.022957700188780503	0.23081397000748266	3.5148287960345033	0.2232421701126213	0.14935021588719466	3.5148287960345033	0.15373470119103874	0.9922544307803672
epcam	E14	chr13:8847611-8848111	13-8847611-8848111	0.10323289737011612	1.332306809078315e-54	7089	7089	0.046639204987133115	0.23084773111031806	4.103000437801799	0.18986585676600906	0.172651555635837	3.2984905480367406	0.1451915375269481	0.9445002973979518
epcam	E15	chr13:8848226-8848726	13-8848226-8848726	0.07990346560716431	1.8336443438935955e-33	7704	7704	-0.007396048489904788	0.23494912239695678	3.55815503340858	0.2210635226261895	0.23494912239695678	2.723064794137965	0.18191613775593782	0.8384164957078523
epcam	E16	chr13:8854353-8854853	13-8854353-8854853	0.12567097755555565	4.360831085886208e-80	13831	13831	0.06176194387224106	0.23445548624307658	4.529751830177001	0.1990212432369817	0.17928948947999973	3.5527465334721575	0.21092555117620546	1.0337263720717111
epcam	E17	chr13:8856231-8856731	13-8856231-8856731	0.11404552919286765	3.0176611819751406e-66	15709	15709	0.09152320806594384	0.22582935023705936	2.8751463414863117	0.22014585509448578	0.16852389690094105	2.8993856624460053	0.16019006321634108	0.8483224964975972
epcam	E18	chr13:8858463-8858963	13-8858463-8858963	0.048226037585291565	2.350179059841632e-13	17941	17941	-0.037880527676929496	0.243771202246569	4.544432311353232	0.19946385718478424	0.19794736509079427	3.6533671522643627	0.11834469777913273	1.0339413783251048
epcam	E19	chr13:8862603-8863103	13-8862603-8863103	0.1311862659729169	3.907345024617911e-87	22081	22081	0.23104883247465838	0.20581806191720672	3.2229258724124996	0.22789370558414376	0.1210694481865922	2.520003418843929	0.15681141807625143	0.7333126303123071
epcam	E20	chr13:8873921-8874421	13-8873921-8874421	0.04578381464590461	3.2788813567040378e-12	33399	33399	-0.007684828498753107	0.24477719783552096	4.653112926771412	0.194869556993119	0.2005471929672831	2.737125251042007	0.0966324896357895	0.7983215613199413
epcam	E21	chr13:8937177-8937677	13-8937177-8937677	0.037456289761924055	9.716203448712244e-09	96655	96655	0.00010021792814405684	0.24687217082688293	4.957935807278278	0.18556409901948295	0.1839439704200304	3.844282545967714	0.09481030366011425	1.0678318309409807
epha2a	E1	chr6:45818183-45818683	6-45818183-45818683	0.0796383873558106	2.967828225385601e-33	-87313	87313	-0.08893496373646721	0.36743585866210193	4.593410517519793	0.20749752723251125	0.44183183607212867	4.704925290958519	0.09662773944932221	1.3867837659757438
epha2a	E2	chr6:45819657-45820157	6-45819657-45820157	0.06529304663067255	5.717673289154942e-23	-85839	85839	-0.1008715423414927	0.323444906165782	2.838566969693014	0.22154462424148974	0.45309122146089	2.8064857905282783	0.13013507441771394	0.9284052122626255
epha2a	E3	chr6:45822332-45822832	6-45822332-45822832	0.05098164578619132	1.0242616479253687e-14	-83164	83164	0.00661164073289963	0.3735984742741578	5.202314338166621	0.18476443311068988	0.46716220918430235	4.783030693336242	0.11627853723766064	1.4233200450409627
epha2a	E4	chr6:45827091-45827591	6-45827091-45827591	0.06659139635344923	8.120464980225289e-24	-78405	78405	0.020462881417001685	0.24827886481816488	1.2133290015231304	0.2219501814100196	0.24112420115938382	0.7937403089211802	0.1504252009858926	0.347533578039111
epha2a	E5	chr6:45838429-45838929	6-45838429-45838929	0.12543025834892713	8.711428604944103e-80	-67067	67067	-0.02573286321684901	0.3586068193545758	4.490267321583107	0.22060005509955752	0.4303513622431188	4.190020590756125	0.1484311377180362	1.2715965907875915
epha2a	E6	chr6:45841469-45841969	6-45841469-45841969	0.0567277021898798	8.636333640856314e-18	-64027	64027	0.06083143126119691	0.3671323745692474	5.080250084512791	0.1840993451008538	0.45142127956199646	3.7602752231966456	0.12788672708610874	1.165397672104098
epha2a	E7	chr6:45842285-45842785	6-45842285-45842785	0.06834408494300086	5.484320474117465e-25	-63211	63211	0.04744979375902775	0.3145780046336394	3.12853641655531	0.2175484081013841	0.32874469766606007	1.9582583952647692	0.13075448362570236	0.6668265471516122
epha2a	E8	chr6:45842808-45843308	6-45842808-45843308	0.06176856964679092	9.441568453434077e-21	-62688	62688	0.1404290382611377	0.2853234464522222	2.2176325408296735	0.22151806057876264	0.27722775097839036	1.6206277715956485	0.13378575544890053	0.5628730576973835
epha2a	E9	chr6:45847865-45848365	6-45847865-45848365	0.07525364330331158	6.775979525102277e-30	-57631	57631	0.06208811507086924	0.34981181019113966	4.430915714737815	0.1991229858264553	0.4332937289123291	3.9637992455873547	0.17569316813582253	1.225759911809308
epha2a	E10	chr6:45860608-45861108	6-45860608-45861108	0.07567894126937556	3.262246142505875e-30	-44888	44888	-0.028984280825546074	0.3687237625359135	5.07845498893978	0.20416765002356713	0.4761621157244168	5.041355440519791	0.11657578338192995	1.4916052306033898
epha2a	E11	chr6:45871167-45871667	6-45871167-45871667	0.09662406799827959	4.610091508655228e-48	-34329	34329	-0.09464772998947185	0.31948917805759036	2.78480253018552	0.2234074027784958	0.39923363169356646	2.741324781836813	0.10996737442464818	0.8835132291852568
epha2a	E12	chr6:45872281-45872781	6-45872281-45872781	0.2521052334700992	0.0	-33215	33215	0.11395529182248086	0.3181998508432073	3.3720334517117796	0.21072872163849807	0.3640327450658791	1.6672150056182355	0.10775908723948195	0.6001325299647292
epha2a	E13	chr6:45873082-45873582	6-45873082-45873582	0.15490103493014817	5.193505908535247e-121	-32414	32414	0.1522192652165272	0.303039624711599	2.880650532386707	0.21689287086321954	0.30282035921835626	1.7000462796051798	0.1403835047552557	0.595273940252977
epha2a	E14	chr6:45876368-45876868	6-45876368-45876868	0.20118001780595143	3.196880288493031e-204	-29128	29128	0.23700472618688048	0.3024453136520814	3.2953152610539527	0.22391020956851973	0.2783855330411833	2.086710861719589	0.19472536458709688	0.7011858062518544
epha2a	E15	chr6:45881266-45881766	6-45881266-45881766	0.056122987251970166	1.883413279057596e-17	-24230	24230	-0.037326836766934615	0.39635991604033516	6.267326451417436	0.17077911462690665	0.5169009059906812	6.268824273227194	0.09585049316440841	1.8075141033106141
epha2a	E16	chr6:45885693-45886193	6-45885693-45886193	0.12583137463070684	2.747875304310908e-80	-19803	19803	0.12738800966587466	0.33981035735100096	4.03243498228482	0.22464795413153488	0.32666766308413986	2.392382584578409	0.1844730872205062	0.7933282919054354
epha2a	E17	chr6:45886230-45886730	6-45886230-45886730	0.17049818910784495	1.7046081693202235e-146	-19266	19266	0.06825954168771271	0.3483677391735151	4.19274732255732	0.20211090931221673	0.3890521988097096	2.526121590680217	0.1347442986066986	0.8343117817062826
epha2a	E18	chr6:45887251-45887751	6-45887251-45887751	0.056733993366450276	8.566194018784667e-18	-18245	18245	-0.0013341562942413374	0.3199363099043802	2.963667474722482	0.22176374495228418	0.34238545874000736	2.815925279648529	0.13520067880771	0.8882557409908337
epha2a	E19	chr6:45890302-45890802	6-45890302-45890802	0.01558034157789738	0.009751762959875308	-15194	15194	-0.08445834493743301	0.3223805004150427	2.7858387750176337	0.21878700348215316	0.3614104481167786	2.0917478065354453	0.13752550488283288	0.7156350575895642
epha2a	E20	chr6:45890873-45891373	6-45890873-45891373	0.24019299989824056	1.145429143205641e-292	-14623	14623	-0.25044658179747065	0.28097013940497817	1.0531895725511553	0.2034659881091587	0.32174827570971914	0.6534514042158437	0.10983778828180311	0.33050538723647965
epha2a	E21	chr6:45891467-45891967	6-45891467-45891967	0.019294934504888644	0.001909485215822669	-14029	14029	-0.16286961404549605	0.31214966417731144	2.2803675279325684	0.2276763561903849	0.3596906958309799	2.205892967619898	0.1291977728586465	0.7405687407378928
epha2a	E22	chr6:45892573-45893073	6-45892573-45893073	0.25976291998459006	0.0	-12923	12923	-0.266970759599149	0.2648911692704129	1.0534747744170676	0.19209800619470443	0.3603632897787276	0.8348383911852226	0.14644273277632466	0.40410987017951033
epha2a	E23	chr6:45896908-45897408	6-45896908-45897408	0.07836390419042095	2.9390183781476885e-32	-8588	8588	-0.03386180149178445	0.3372048174365551	3.7174855806002833	0.20086991523350628	0.4055400027845764	3.449256908132172	0.10503560317396114	1.0612926892577599
epha2a	E24	chr6:45897895-45898395	6-45897895-45898395	0.049891411257698366	3.6102621719256925e-14	-7601	7601	0.08994870786629912	0.28873255579392193	2.2325896536234486	0.23255631935139834	0.25667626120260223	1.2746791722710529	0.18318465707720621	0.48545492752582625
epha2a	E25	chr6:45900487-45900987	6-45900487-45900987	0.12191918784986189	1.8040152656557922e-75	-5009	5009	0.23703911723331747	0.2924314577737048	2.7693179475468637	0.22380807861139995	0.23100934348105245	1.7195378237781171	0.1796651010316169	0.5851709786980163
epha2a	E26	chr6:45910838-45911338	6-45910838-45911338	0.3527085631237396	0.0	5342	5342	-0.1451090612983109	0.2669595435296708	0.9691228028505549	0.1992230143683888	0.17017780785398298	0.5552030915561083	0.12846079018605858	0.2518331725957408
epha2a	E27	chr6:45912938-45913438	6-45912938-45913438	0.16238891060072472	6.332882992560439e-133	7442	7442	0.04799487154350513	0.3301355907748022	3.583094808029405	0.21344261853809193	0.39734153593560845	3.025993979256424	0.1790821470465506	0.9781138606546422
epha2a	E28	chr6:45913456-45913956	6-45913456-45913956	0.3973797444957485	0.0	7960	7960	0.0040715347807568116	0.2525138357900789	0.8954176884896003	0.17413382507067846	0.16633824924347942	0.4918566058108792	0.10917198359353417	0.22770964540784852
epha2a	E29	chr6:45914259-45914759	6-45914259-45914759	0.01592023140816704	0.00849957418598931	8763	8763	-0.02477244764859349	0.3840248950673323	5.505561891841239	0.20806690938623115	0.45415731742049226	5.081371159703539	0.11973442585741977	1.4939127659441787
epha2a	E30	chr6:45915758-45916258	6-45915758-45916258	0.1780782643551817	8.216033767692136e-160	10262	10262	0.400422400849403	0.22425222689939017	1.3027083200876	0.21332172380775877	0.1397781133725424	1.2757913340892384	0.21567804929406792	0.4503463961242503
epha2a	E31	chr6:45916345-45916845	6-45916345-45916845	0.021758712886492206	0.0005527595934511056	10849	10849	0.027204928223511435	0.39082118687731043	6.2609718411954125	0.1568172529192202	0.5122802063788826	6.162655020996327	0.1138251809551312	1.785414651134931
epha2a	E32	chr6:45922182-45922682	6-45922182-45922682	0.11818120205155572	5.16959591331356e-71	16686	16686	0.07594271243212745	0.27472738855675244	1.904932649489375	0.2122915511175652	0.3147481172479134	1.2230337269879412	0.18720833870311746	0.4971805971922418
epha2a	E33	chr6:45924773-45925273	6-45924773-45925273	0.017103665895905448	0.0051711569558749206	19277	19277	-0.04749287879513193	0.3611505330167185	4.393897697055427	0.21652402126212553	0.4119382737676612	3.081448188563638	0.17539428909053414	0.9965253578296609
epha2a	E34	chr6:45925470-45925970	6-45925470-45925970	0.09800230968294238	2.1681600468717686e-49	19974	19974	0.09207540579269327	0.34844800103103674	4.432086772368673	0.1839633681590889	0.4041559820948468	4.017809823660324	0.10224092348703774	1.201899171973483
epha2a	E35	chr6:45926670-45927170	6-45926670-45927170	0.07428659628189697	3.5169985767295865e-29	21174	21174	0.19752436223300288	0.3366477709513261	4.280825698711924	0.20230174758836275	0.31584258575362845	2.9361643587747075	0.1875932040337607	0.9260357454069446
epha2a	E36	chr6:45937631-45938131	6-45937631-45938131	0.040032005310084516	9.65326886102785e-10	32135	32135	0.024597080877704788	0.34346049023187636	3.9549034628120467	0.2110859784431193	0.37548721120510886	3.2433462169812026	0.15259078581414615	1.0144382137622954
epha2a	E37	chr6:45938275-45938775	6-45938275-45938775	0.11186483308276364	8.377950786891695e-64	32779	32779	-0.02205704265947157	0.2916344975873747	2.1171200832314643	0.21907613534121054	0.2912821907524828	1.153249434603709	0.11144179859962106	0.44382986446178774
epha2a	E38	chr6:45939137-45939637	6-45939137-45939637	0.054277277270278944	1.9341232686551907e-16	33641	33641	-0.06962504393711624	0.34133886045777473	3.6435283972619326	0.22237613272122234	0.4054405946432952	3.2285285905964214	0.11718621317201007	1.010323560116627
epha2a	E39	chr6:45941133-45941633	6-45941133-45941633	0.05193913946371082	3.3143985640084072e-15	35637	35637	-0.012977200612260358	0.3779037675470942	5.110912390134615	0.20099528628211993	0.5161831984614824	4.0029408007754785	0.1151162784078613	1.247499177021214
epha2a	E40	chr6:45954750-45955250	6-45954750-45955250	0.07371805112420357	9.169646364891963e-29	49254	49254	0.01361048718433317	0.354120727190012	4.5365538273641235	0.21961934163933694	0.3716249836305001	3.3795548846221295	0.1665727362957757	1.051839172311254
epha2a	E41	chr6:45959539-45960039	6-45959539-45960039	0.06487558070911535	1.0623279732221388e-22	54043	54043	-0.05216719696133927	0.38956346495733024	5.848404010054758	0.18483357180408336	0.49544505701896174	5.321835515692899	0.08983616308965185	1.5600795588121876
epha2a	E42	chr6:45962117-45962617	6-45962117-45962617	0.1483039464161613	5.311840675294961e-111	56621	56621	0.08256252873652171	0.35012574712250816	4.509063124411651	0.22207815373482404	0.40298767986058043	3.305977487933705	0.16024348671888708	1.043774664279269
epha2a	E43	chr6:45969420-45969920	6-45969420-45969920	0.09246449574356526	3.5932209847286834e-44	63924	63924	0.016327678034796407	0.3277816863905235	3.2781135371263224	0.2158835099493186	0.39440119256316714	2.180844825449021	0.1331095216785954	0.7495600159750305
epha2a	E44	chr6:45989385-45989885	6-45989385-45989885	0.026575615033136674	3.379564817814324e-05	83889	83889	0.07049076423597309	0.39096770724324975	6.374871891479623	0.16819379470198145	0.4801190734293797	5.415577796590291	0.13584191777642948	1.593486749741075
epha2a	E45	chr6:45992372-45992872	6-45992372-45992872	0.13089054734140643	9.498726829418162e-87	86876	86876	0.0730022230924168	0.26118652070636206	1.4771566596015835	0.22365560184192276	0.27078792105577704	1.1115379551614721	0.24177769792557263	0.47082185148662925
epha2a	E46	chr6:45995279-45995779	6-45995279-45995779	0.0268849990752165	2.776846048040269e-05	89783	89783	0.013333951022541613	0.2767781166865754	1.6829170191157574	0.2272367797230136	0.2894297387027926	1.1111660235228948	0.21926647631527554	0.4703066680721872
epha2a	E47	chr6:45998378-45998878	6-45998378-45998878	0.11719786906561648	7.284847918536202e-70	92882	92882	-0.007376855716357073	0.3598333275214325	4.800909173918467	0.225792027556	0.4384405959473019	4.9301168413230485	0.14986843556867888	1.4603594011587204
epha2a	E48	chr6:46001449-46001949	6-46001449-46001949	0.11220598459177558	3.4998476971243234e-64	95953	95953	0.0648591413738603	0.26748437967819005	1.6548946210721767	0.224885473853763	0.26286837947479263	1.2356257057957998	0.14867100754952609	0.46608863088120117
